,gene,validation,localization
871,YLR388W,Verified,ion
872,YLR373C,Verified,protein
873,YKR001C,Verified,protein
874,YKR054C,Verified,ion
875,YIR034C,Verified,null
876,YGL013C,Verified,positive
877,YMR070W,Verified,negative
878,YGR207C,Verified,biological_process
879,YDR212W,Verified,protein
880,YDR321W,Verified,catabolic process
881,YLR456W,Uncharacterized,biological_process
882,YNL052W,Verified,transport
883,YGL188C,Dubious,biological_process
884,YNL025C,Verified,negative
885,YGR091W,Verified,null
886,YDL232W,Verified,protein
887,YPL119C,Verified,ion
888,YLR242C,Verified,transport
889,YJR148W,Verified,catabolic process
890,YEL010W,Dubious,biological_process
891,YMR195W,Verified,biological_process
892,YOL087C,Verified,biological_process
893,YNL134C,Verified,null
894,YAL037W,Uncharacterized,biological_process
895,YGL146C,Uncharacterized,biological_process
896,YCR051W,Uncharacterized,biological_process
897,YBR262C,Verified,ion
898,YPL199C,Uncharacterized,biological_process
899,YFL036W,Verified,ion
900,YDL209C,Verified,null
901,YIL051C,Verified,ion
902,YPL057C,Verified,metabolic process
903,YNR010W,Verified,negative
904,YDR365C,Verified,null
905,YLR308W,Verified,null
906,YNL169C,Verified,positive
907,YFR034C,Verified,starvation
908,YHR070W,Verified,ion
909,YDR460W,Verified,repair
910,YNL112W,Verified,catabolic process
911,YHL047C,Verified,ion
912,YOR360C,Verified,null
913,YOR335C,Verified,ion
914,YLR193C,Verified,transport
915,YGL251C,Verified,ion
916,YER156C,Uncharacterized,biological_process
917,YPL255W,Verified,ion
918,YOR095C,Verified,null
919,YEL038W,Verified,ion
920,YCL014W,Verified,ion
921,YOL025W,Verified,negative
922,YPL208W,Verified,ion
923,YOL147C,Verified,ion
924,YNL280C,Verified,null
925,YDR007W,Verified,null
926,YIL160C,Verified,null
927,YPR089W,Uncharacterized,biological_process
928,YBR233W,Verified,null
929,YPL122C,Verified,repair
930,YDL086W,Uncharacterized,biological_process
931,YMR313C,Verified,catabolic process
932,YGL179C,Verified,metabolic process
933,YGR120C,Verified,transport
934,YML001W,Verified,transport
935,YLL028W,Verified,transport
936,YER016W,Verified,ion
937,YDR438W,Verified,biological_process
938,YNL211C,Uncharacterized,biological_process
939,YLR124W,Dubious,biological_process
940,YLR026C,Verified,transport
941,YJR065C,Verified,ion
942,YHR094C,Verified,transport
943,YMR095C,Verified,negative
944,YDL033C,Verified,ion
945,YMR255W,Verified,null
946,YHR209W,Verified,null
947,YGL247W,Verified,ion
948,YCR100C,Uncharacterized,biological_process
949,SCER_lnc0037,null,null
950,YDR516C,Verified,null
951,YPL233W,Verified,ion
952,YOR255W,Verified,ion
953,YHR024C,Verified,protein
954,YOR200W,Dubious,biological_process
955,YGR251W,Verified,ion
956,YPR047W,Verified,ion
957,YDR044W,Verified,null
958,YEL016C,Verified,metabolic process
959,YOL128C,Verified,protein
960,YPL215W,Verified,positive
961,YKL153W,Dubious,biological_process
962,YFL019C,Dubious,biological_process
963,YMR139W,Verified,protein
964,YNL296W,Dubious,null
965,YOR172W,Verified,regulation
966,YOR105W,Uncharacterized,biological_process
967,YDR541C,Verified,null
968,YPR143W,Verified,ion
969,YDR340W,Dubious,biological_process
970,YNL322C,Verified,ion
971,YPL090C,Verified,ion
972,YPR078C,Uncharacterized,biological_process
973,YBL058W,Verified,metabolic process
974,YFL062W,Verified,protein
975,YNL197C,Verified,ion
976,YLR439W,Verified,ion
977,YCR020C,Verified,metabolic process
978,YDR450W,Verified,ion
979,YCL051W,Verified,negative
980,YCR097W,Dubious,regulation
981,YDR235W,Verified,null
982,YER038C,Verified,repair
983,YPR125W,Verified,transport
984,YHR049W,Verified,biological_process
985,YBR007C,Verified,biological_process
986,YPL001W,Verified,histone
987,YJL038C,Verified,ion
988,YNL319W,Dubious,biological_process
989,YPR178W,Verified,null
990,YNL159C,Verified,protein
991,YAL014C,Verified,transport
992,YBR243C,Verified,protein
993,YLR181C,Verified,positive
994,YCR073C,Verified,null
995,YNL075W,Verified,null
996,YPL150W,Uncharacterized,null
997,YJL012C,Verified,metabolic process
998,YJL065C,Verified,null
999,YKR020W,Verified,ion
1000,YMR053C,Verified,biological_process
1001,YKL066W,Dubious,biological_process
1002,YMR004W,Verified,protein
1003,YER083C,Verified,transport
1004,YPL176C,Verified,protein
1005,YHR172W,Verified,ion
1006,YLR263W,Verified,positive
1007,YDL240W,Verified,negative
1008,YDR401W,Dubious,biological_process
1009,YFR013W,Verified,ion
1010,YHR013C,Verified,protein
1011,YOL040C,Verified,ion
1012,YGR072W,Verified,ion
1013,YCL035C,Verified,protein
1014,YIL023C,Verified,transport
1015,YNR073C,Verified,biological_process
1016,YPR200C,Verified,null
1017,YIL072W,Verified,ion
1018,YLR327C,Verified,biological_process
1019,YBR229C,Verified,null
1020,YMR100W,Verified,protein
1021,YML133C,Uncharacterized,biological_process
1022,YLR455W,Verified,positive
1023,YNL247W,Verified,ion
1024,YOR054C,Verified,ion
1025,YAR042W,Verified,transport
1026,YFR028C,Verified,protein
1027,YBR152W,Verified,ion
1028,YOR072W,Uncharacterized,biological_process
1029,YDR292C,Verified,protein
1030,YHR126C,Uncharacterized,biological_process
1031,YMR194W,Verified,ion
1032,YMR167W,Verified,repair
1033,YOR249C,Verified,protein
1034,YER117W,Verified,ion
1035,YOR301W,Verified,ion
1036,YKL218C,Verified,catabolic process
1037,YBR039W,Verified,transport
1038,YLL063C,Verified,catabolic process
1039,YAR070C,Dubious,biological_process
1040,YOR276W,Verified,positive
1041,YMR309C,Verified,ion
1042,YOR089C,Verified,protein
1043,YMR180C,Verified,catabolic process
1044,YGL163C,Verified,ion
1045,YDR417C,Dubious,biological_process
1046,YOL131W,Uncharacterized,biological_process
1047,YDL056W,Verified,positive
1048,YBL021C,Verified,null
1049,YHR215W,Verified,biological_process
1050,YLL045C,Verified,ion
1051,YLR156W,Uncharacterized,biological_process
1052,YLR007W,Verified,repair
1053,YNL261W,Verified,ion
1054,YMR054W,Verified,ion
1055,YDR065W,Verified,ion
1056,YNL305C,Verified,protein
1057,YJL046W,Verified,protein
1058,YKR078W,Verified,biological_process
1059,YOR191W,Verified,negative
1060,YDR272W,Verified,catabolic process
1061,YGR289C,Verified,transport
1062,YML020W,Uncharacterized,biological_process
1063,YLR103C,Verified,repair
1064,YOR294W,Verified,null
1065,YEL062W,Verified,starvation
1066,YPR064W,Uncharacterized,biological_process
1067,YPR031W,Verified,histone
1068,YLR038C,Verified,null
1069,YNL096C,Verified,ion
1070,YDR038C,Verified,transport
1071,YDL187C,Dubious,biological_process
1072,YBR024W,Verified,transport
1073,YER171W,Verified,regulation
1074,YDL047W,Verified,ion
1075,YML046W,Verified,ion
1076,YGL124C,Verified,positive
1077,YMR276W,Verified,protein
1078,YEL059W,Dubious,biological_process
1079,YMR149W,Verified,protein
1080,YLR165C,Verified,ion
1081,YCR069W,Verified,biological_process
1082,YKL223W,Dubious,biological_process
1083,YLR138W,Verified,ion
1084,YKL027W,Verified,null
1085,YJL173C,Verified,ion
1086,YDR152W,Verified,ion
1087,YKL127W,Verified,metabolic process
1088,YDR309C,Verified,regulation
1089,YLR386W,Verified,positive
1090,YLR371W,Verified,ion
1091,YDL169C,Verified,biological_process
1092,YLR092W,Verified,transport
1093,YLR423C,Verified,protein
1094,YMR072W,Verified,ion
1095,YJR033C,Verified,ion
1096,YKR056W,Verified,repair
1097,YGL011C,Verified,protein
1098,YIR036C,Verified,biological_process
1099,YMR123W,Verified,transport
1100,YGR073C,Dubious,biological_process
1101,YGR209C,Verified,ion
1102,YLR183C,Verified,regulation
1103,YNL050C,Uncharacterized,biological_process
1104,YLR240W,Verified,protein
1105,YOR039W,Verified,regulation
1106,YDL234C,Verified,transport
1107,YGL080W,Verified,null
1108,YNL136W,Verified,repair
1109,YKL049C,Verified,ion
1110,YJR080C,Verified,membrane organization
1111,YNR038W,Verified,ion
1112,YGL140C,Uncharacterized,biological_process
1113,YCL029C,Verified,ion
1114,YFL038C,Verified,protein
1115,YJR131W,Verified,protein
1116,YNR012W,Verified,null
1117,YNL110C,Verified,null
1118,YAL068C,Verified,null
1119,YDR367W,Verified,metabolic process
1120,YIL053W,Verified,null
1121,YPL059W,Verified,null
1122,YGL253W,Verified,metabolic process
1123,YHL032C,Verified,metabolic process
1124,YHL045W,Dubious,biological_process
1125,YOR337W,Verified,ion
1126,YMR010W,Verified,biological_process
1127,YOR097C,Uncharacterized,biological_process
1128,YHR118C,Verified,ion
1129,YGL075C,Verified,ion
1130,YOL023W,Verified,ion
1131,YPL253C,Verified,ion
1132,YER154W,Verified,protein
1133,YBR300C,Dubious,biological_process
1134,YEL036C,Verified,protein
1135,YBR260C,Verified,null
1136,YPL124W,Verified,ion
1137,YAL042W,Verified,transport
1138,YAL035W,Verified,ion
1139,YBR235W,Verified,transport
1140,YDR001C,Verified,catabolic process
1141,YIL162W,Verified,catabolic process
1142,YOL141W,Verified,ion
1143,YHR145C,Dubious,biological_process
1144,YBR195C,Verified,ion
1145,YIL039W,Verified,transport
1146,YGR122W,Verified,negative
1147,YMR315W,Uncharacterized,ion
1148,YGR213C,Verified,biological_process
1149,YDR384C,Verified,transport
1150,YML007W,Verified,ion
1151,YER063W,Verified,ion
1152,YDR481C,Verified,protein
1153,YER014W,Verified,null
1154,YPR041W,Verified,ion
1155,YNL213C,Verified,ion
1156,YBR058C,Verified,protein
1157,YLR024C,Verified,protein
1158,YLR071C,Verified,negative
1159,YHR092C,Verified,transport
1160,YDL199C,Uncharacterized,transport
1161,YDR434W,Verified,protein
1162,YER181C,Verified,biological_process
1163,YNL228W,Dubious,biological_process
1164,YDL064W,Verified,ion
1165,YDL031W,Verified,ion
1166,YMR257C,Verified,positive
1167,YBL108W,Dubious,biological_process
1168,YDR514C,Verified,biological_process
1169,YOR253W,Verified,protein
1170,YOR202W,Verified,null
1171,YDR033W,Verified,biological_process
1172,YGL245W,Verified,ion
1173,YGR006W,Verified,ion
1174,YGR079W,Uncharacterized,biological_process
1175,YDL119C,Verified,null
1176,YKL151C,Verified,metabolic process
1177,YGL198W,Verified,biological_process
1178,YKL104C,Verified,null
1179,YOR170W,Dubious,biological_process
1180,YIL019W,Verified,ion
1181,YML069W,Verified,ion
1182,YKR019C,Verified,starvation
1183,YKR047W,Dubious,biological_process
1184,YGR279C,Verified,ion
1185,YBL056W,Verified,regulation
1186,YCR022C,Uncharacterized,biological_process
1187,YLL015W,Verified,transport
1188,YNL195C,Uncharacterized,biological_process
1189,YFL060C,Verified,metabolic process
1190,YDR173C,Verified,negative
1191,YBR208C,Verified,null
1192,YCL057W,Verified,null
1193,YBR072W,Verified,protein
1194,YBR005W,Verified,ion
1195,YPR123C,Dubious,biological_process
1196,YDL173W,Verified,biological_process
1197,YJR047C,Verified,ion
1198,YMR006C,Verified,metabolic process
1199,YAL016W,Verified,regulation
1200,YHR011W,Verified,ion
1201,YPL152W,Verified,ion
1202,YJL150W,Dubious,biological_process
1203,YNL077W,Verified,protein
1204,YBR109C,Verified,ion
1205,YBR172C,Verified,transport
1206,YDR346C,Verified,null
1207,YJL010C,Verified,null
1208,YPL092W,Verified,transport
1209,YPL029W,Verified,catabolic process
1210,YBR236C,Verified,null
1211,YNL019C,Uncharacterized,biological_process
1212,YDL242W,Dubious,biological_process
1213,YIL070C,Verified,ion
1214,YER085C,Uncharacterized,biological_process
1215,YJL225C,Uncharacterized,biological_process
1216,YKL064W,Verified,ion
1217,YLR265C,Verified,repair
1218,YKR022C,Verified,null
1219,YLR287C,Verified,biological_process
1220,YPL174C,Verified,ion
1221,YOR070C,Verified,transport
1222,YDR403W,Verified,null
1223,YOL093W,Verified,ion
1224,YOL042W,Verified,biological_process
1225,YBR189W,Verified,ion
1226,YCL037C,Verified,ion
1227,YIL025C,Dubious,biological_process
1228,YNR071C,Uncharacterized,biological_process
1229,YML131W,Verified,biological_process
1230,YNL245C,Verified,null
1231,YNR024W,Verified,catabolic process
1232,YOL108C,Verified,positive
1233,YLR329W,Verified,ion
1234,YPL043W,Verified,ion
1235,YCL045C,Verified,protein
1236,YKL002W,Verified,protein
1237,YDR328C,Verified,ion
1238,YIR009W,Verified,null
1239,YBR154C,Verified,ion
1240,YLR001C,Uncharacterized,biological_process
1241,YKR101W,Verified,null
1242,YER115C,Verified,ion
1243,YHR124W,Verified,ion
1244,YER148W,Dubious,ion
1245,YCR050C,Uncharacterized,biological_process
1246,YGL033W,Verified,ion
1247,YOR303W,Verified,null
1248,YIL087C,Verified,biological_process
1249,YMR192W,Verified,transport
1250,YMR229C,Verified,ion
1251,YLL038C,Verified,ion
1252,YOR056C,Verified,ion
1253,YOR270C,Verified,protein
1254,YDR106W,Verified,ion
1255,YOL068C,Verified,histone
1256,YMR182C,Verified,positive
1257,YBR201W,Verified,protein
1258,YLL043W,Verified,ion
1259,YDR415C,Uncharacterized,biological_process
1260,YGL161C,Verified,biological_process
1261,YOL133W,Verified,ion
1262,YNL263C,Verified,transport
1263,YHR217C,Dubious,biological_process
1264,YDR128W,Verified,positive
1265,YOR193W,Verified,ion
1266,YER028C,Verified,regulation
1267,YMR052W,Verified,null
1268,YMR203W,Verified,protein
1269,YKR076W,Verified,metabolic process
1270,YDR225W,Verified,negative
1271,YDR270W,Verified,ion
1272,YOR181W,Verified,ion
1273,YGR230W,Verified,ion
1274,YPR062W,Verified,metabolic process
1275,YDR528W,Verified,ion
1276,YER173W,Verified,repair
1277,YBR026C,Verified,ion
1278,YDL185W,Verified,ion
1279,YBR091C,Verified,protein
1280,YNL094W,Verified,ion
1281,YGL056C,Verified,ion
1282,YPL227C,Verified,protein
1283,YDL010W,Verified,null
1284,YML019W,Verified,protein
1285,YDL045C,Verified,null
1286,YLR163C,Verified,protein
1287,YLR178C,Verified,regulation
1288,YKL225W,Dubious,biological_process
1289,YJL175W,Dubious,biological_process
1290,YBL079W,Verified,transport
1291,YNL056W,Verified,biological_process
1292,YFL001W,Verified,null
1293,YDR150W,Verified,ion
1294,YKL125W,Verified,ion
1295,YKL170W,Verified,ion
1296,YPR157W,Uncharacterized,biological_process
1297,YLR384C,Verified,ion
1298,YPL060W,Verified,transport
1299,YML099C,Verified,regulation
1300,YLR421C,Verified,protein
1301,YLR090W,Verified,protein
1302,YDL212W,Verified,protein
1303,YJR064W,Verified,protein
1304,YML022W,Verified,null
1305,YER046W,Dubious,ion
1306,YMR029C,Verified,null
1307,YIR030C,Verified,metabolic process
1308,YKR050W,Verified,ion
1309,YMR121C,Verified,ion
1310,YGL017W,Verified,protein
1311,YDL150W,Verified,ion
1312,YNL038W,Verified,null
1313,YOL165C,Verified,metabolic process
1314,YIL139C,Verified,ion
1315,YLR246W,Verified,protein
1316,YJR119C,Verified,negative
1317,YLR359W,Verified,null
1318,YLR199C,Verified,null
1319,YJL206C,Uncharacterized,biological_process
1320,YIL142W,Verified,protein
1321,YGL082W,Uncharacterized,biological_process
1322,YNL138W,Verified,ion
1323,YDL236W,Verified,protein
1324,YGL142C,Verified,null
1325,YGR179C,Verified,ion
1326,YGR102C,Verified,ion
1327,YBR139W,Verified,null
1328,YHR188C,Verified,protein
1329,YNL116W,Verified,ion
1330,YJR087W,Dubious,biological_process
1331,YDR361C,Verified,protein
1332,YLR445W,Verified,ion
1333,SCER_lnc0439,null,null
1334,YGL255W,Verified,transport
1335,YFR007W,Verified,ion
1336,YLR333C,Verified,ion
1337,YHR103W,Verified,ion
1338,YHL030W,Verified,null
1339,YGL077C,Verified,transport
1340,YPL204W,Verified,ion
1341,YPL251W,Dubious,biological_process
1342,YBR302C,Verified,protein
1343,YOR091W,Verified,ion
1344,YGR026W,Uncharacterized,biological_process
1345,YAL040C,Verified,regulation
1346,YDR288W,Verified,repair
1347,YGL208W,Verified,ion
1348,YNL284C,Verified,ion
1349,YIL164C,Verified,biological_process
1350,YOL143C,Verified,null
1351,YBR237W,Verified,ion
1352,YBR197C,Verified,biological_process
1353,YHR147C,Verified,ion
1354,YGR124W,Verified,null
1355,YPL126W,Verified,ion
1356,YMR317W,Uncharacterized,biological_process
1357,YOR251C,Verified,ion
1358,YPR181C,Verified,regulation
1359,YCL008C,Verified,protein
1360,YEL064C,Verified,biological_process
1361,YML005W,Verified,ion
1362,YOR393W,Verified,biological_process
1363,YDL059C,Verified,ion
1364,YOR204W,Verified,ion
1365,YEL012W,Verified,protein
1366,YBL040C,Verified,protein
1367,YPR043W,Verified,ion
1368,YDR382W,Verified,ion
1369,YDR483W,Verified,protein
1370,YER061C,Verified,null
1371,YLR022C,Verified,null
1372,YLR402W,Dubious,biological_process
1373,YLR073C,Verified,regulation
1374,YER183C,Verified,null
1375,YHR090C,Verified,repair
1376,YDL066W,Verified,null
1377,YHR030C,Verified,protein
1378,YBR295W,Verified,null
1379,YDR143C,Verified,protein
1380,YIL011W,Verified,biological_process
1381,YEL034W,Verified,ion
1382,YHL015W,Verified,ion
1383,YNR050C,Verified,null
1384,YKL208W,Verified,ion
1385,YGR004W,Verified,ion
1386,YML110C,Verified,ion
1387,YGL048C,Verified,repair
1388,YGL243W,Verified,ion
1389,YKL106W,Verified,catabolic process
1390,YPR029C,Verified,transport
1391,YJL034W,Verified,ion
1392,YFL048C,Verified,transport
1393,YLR117C,Verified,ion
1394,YOR176W,Verified,null
1395,YOR109W,Verified,ion
1396,YBL089W,Verified,transport
1397,YDL084W,Verified,repair
1398,YCL055W,Verified,ion
1399,YGL116W,Verified,catabolic process
1400,YBL054W,Verified,regulation
1401,YCR024C,Verified,ion
1402,YMR102C,Uncharacterized,biological_process
1403,YCR071C,Verified,ion
1404,SCER_lnc1303,null,null
1405,SCER_lnc1306,null,null
1406,SCER_lnc1305,null,null
1407,YOR154W,Verified,protein
1408,YPR121W,Verified,null
1409,YBR070C,Verified,null
1410,YGR226C,Dubious,biological_process
1411,YNL315C,Verified,ion
1412,YPR174C,Verified,biological_process
1413,YJR045C,Verified,protein
1414,YMR008C,Verified,metabolic process
1415,YDR349C,Verified,ion
1416,YDL171C,Verified,ion
1417,YKL062W,Verified,positive
1418,YJR010W,Verified,metabolic process
1419,YJL218W,Uncharacterized,biological_process
1420,YLR222C,Dubious,ion
1421,YDR093W,Verified,ion
